StepSizeSmall,StepSizeLarge,StepSizeRange,TimePerFrame (ms),FramesPerSecond,ImageFile
0.110000,2.000000,0.050000,1.270000,787.401575,"0115.png"
0.110000,2.000000,0.100000,1.510000,662.251656,"0116.png"
0.110000,2.000000,0.150000,1.860000,537.634409,"0117.png"
0.110000,2.000000,0.200000,1.930000,518.134715,"0118.png"
0.110000,2.000000,0.250000,2.040000,490.196078,"0119.png"
0.160000,0.250000,0.050000,4.550000,219.780220,"0120.png"
0.160000,0.250000,0.100000,4.600000,217.391304,"0121.png"
0.160000,0.250000,0.150000,4.630000,215.982721,"0122.png"
0.160000,0.250000,0.200000,4.680000,213.675214,"0123.png"
0.160000,0.250000,0.250000,4.720000,211.864407,"0124.png"
0.160000,0.500000,0.050000,2.690000,371.747212,"0125.png"
0.160000,0.500000,0.100000,2.770000,361.010830,"0126.png"
0.160000,0.500000,0.150000,2.880000,347.222222,"0127.png"
0.160000,0.500000,0.200000,2.980000,335.570470,"0128.png"
0.160000,0.500000,0.250000,3.070000,325.732899,"0129.png"
0.160000,0.750000,0.050000,2.020000,495.049505,"0130.png"
0.160000,0.750000,0.100000,2.140000,467.289720,"0131.png"
0.160000,0.750000,0.150000,2.260000,442.477876,"0132.png"
0.160000,0.750000,0.200000,2.360000,423.728814,"0133.png"
0.160000,0.750000,0.250000,2.480000,403.225806,"0134.png"
0.160000,1.000000,0.050000,1.690000,591.715976,"0135.png"
0.160000,1.000000,0.100000,1.810000,552.486188,"0136.png"
0.160000,1.000000,0.150000,1.930000,518.134715,"0137.png"
0.160000,1.000000,0.200000,2.070000,483.091787,"0138.png"
0.160000,1.000000,0.250000,2.270000,440.528634,"0139.png"
0.160000,1.250000,0.050000,1.480000,675.675676,"0140.png"
0.160000,1.250000,0.100000,1.620000,617.283951,"0141.png"
0.160000,1.250000,0.150000,1.750000,571.428571,"0142.png"
0.160000,1.250000,0.200000,1.880000,531.914894,"0143.png"
0.160000,1.250000,0.250000,2.000000,500.000000,"0144.png"
0.160000,1.500000,0.050000,1.340000,746.268657,"0145.png"
0.160000,1.500000,0.100000,1.460000,684.931507,"0146.png"
0.160000,1.500000,0.150000,1.620000,617.283951,"0147.png"
0.160000,1.500000,0.200000,1.730000,578.034682,"0148.png"
0.160000,1.500000,0.250000,1.860000,537.634409,"0149.png"
0.160000,1.750000,0.050000,1.230000,813.008130,"0150.png"
0.160000,1.750000,0.100000,1.380000,724.637681,"0151.png"
0.160000,1.750000,0.150000,1.540000,649.350649,"0152.png"
0.160000,1.750000,0.200000,1.640000,609.756098,"0153.png"
0.160000,1.750000,0.250000,1.770000,564.971751,"0154.png"
0.160000,2.000000,0.050000,1.160000,862.068966,"0155.png"
0.160000,2.000000,0.100000,1.310000,763.358779,"0156.png"
0.160000,2.000000,0.150000,1.450000,689.655172,"0157.png"
0.160000,2.000000,0.200000,1.580000,632.911392,"0158.png"
0.160000,2.000000,0.250000,1.690000,591.715976,"0159.png"
0.210000,0.250000,0.050000,4.510000,221.729490,"0160.png"
0.210000,0.250000,0.100000,4.630000,215.982721,"0161.png"
0.210000,0.250000,0.150000,5.460000,183.150183,"0162.png"
0.210000,0.250000,0.200000,4.880000,204.918033,"0163.png"
0.210000,0.250000,0.250000,4.600000,217.391304,"0164.png"
0.210000,0.500000,0.050000,2.680000,373.134328,"0165.png"
0.210000,0.500000,0.100000,2.710000,369.003690,"0166.png"
0.210000,0.500000,0.150000,2.800000,357.142857,"0167.png"
0.210000,0.500000,0.200000,2.800000,357.142857,"0168.png"
0.210000,0.500000,0.250000,3.450000,289.855072,"0169.png"
0.210000,0.750000,0.050000,2.020000,495.049505,"0170.png"
0.210000,0.750000,0.100000,2.320000,431.034483,"0171.png"
0.210000,0.750000,0.150000,2.180000,458.715596,"0172.png"
0.210000,0.750000,0.200000,2.280000,438.596491,"0173.png"
0.210000,0.750000,0.250000,2.310000,432.900433,"0174.png"
0.210000,1.000000,0.050000,2.070000,483.091787,"0175.png"
0.210000,1.000000,0.100000,1.790000,558.659218,"0176.png"
0.210000,1.000000,0.150000,2.230000,448.430493,"0177.png"
0.210000,1.000000,0.200000,2.330000,429.184549,"0178.png"
0.210000,1.000000,0.250000,2.020000,495.049505,"0179.png"
0.210000,1.250000,0.050000,1.600000,625.000000,"0180.png"
0.210000,1.250000,0.100000,1.830000,546.448087,"0181.png"
0.210000,1.250000,0.150000,1.640000,609.756098,"0182.png"
0.210000,1.250000,0.200000,1.760000,568.181818,"0183.png"
0.210000,1.250000,0.250000,1.810000,552.486188,"0184.png"
0.210000,1.500000,0.050000,1.310000,763.358779,"0185.png"
0.210000,1.500000,0.100000,1.420000,704.225352,"0186.png"
0.210000,1.500000,0.150000,1.490000,671.140940,"0187.png"
0.210000,1.500000,0.200000,1.580000,632.911392,"0188.png"
0.210000,1.500000,0.250000,1.690000,591.715976,"0189.png"
0.210000,1.750000,0.050000,1.200000,833.333333,"0190.png"
0.210000,1.750000,0.100000,1.300000,769.230769,"0191.png"
0.210000,1.750000,0.150000,1.390000,719.424460,"0192.png"
0.210000,1.750000,0.200000,1.490000,671.140940,"0193.png"
0.210000,1.750000,0.250000,1.600000,625.000000,"0194.png"
0.210000,2.000000,0.050000,1.120000,892.857143,"0195.png"
0.210000,2.000000,0.100000,1.220000,819.672131,"0196.png"
0.210000,2.000000,0.150000,1.300000,769.230769,"0197.png"
0.210000,2.000000,0.200000,1.430000,699.300699,"0198.png"
0.210000,2.000000,0.250000,1.540000,649.350649,"0199.png"
