StepSizeSmall,StepSizeLarge,StepSizeRange,TimePerFrame (ms),FramesPerSecond,ImageFile
0.160000,1.750000,0.100000,1.310000,763.358779,"0151.png"
0.160000,1.750000,0.150000,1.440000,694.444444,"0152.png"
0.160000,1.750000,0.200000,1.440000,694.444444,"0153.png"
0.160000,1.750000,0.250000,1.550000,645.161290,"0154.png"
0.160000,2.000000,0.050000,1.170000,854.700855,"0155.png"
0.160000,2.000000,0.100000,1.360000,735.294118,"0156.png"
0.160000,2.000000,0.150000,1.410000,709.219858,"0157.png"
0.160000,2.000000,0.200000,1.510000,662.251656,"0158.png"
0.160000,2.000000,0.250000,1.570000,636.942675,"0159.png"
0.210000,0.250000,0.050000,1.830000,546.448087,"0160.png"
0.210000,0.250000,0.100000,1.900000,526.315789,"0161.png"
0.210000,0.250000,0.150000,1.880000,531.914894,"0162.png"
0.210000,0.250000,0.200000,1.890000,529.100529,"0163.png"
0.210000,0.250000,0.250000,1.910000,523.560209,"0164.png"
0.210000,0.500000,0.050000,1.510000,662.251656,"0165.png"
0.210000,0.500000,0.100000,1.500000,666.666667,"0166.png"
0.210000,0.500000,0.150000,1.570000,636.942675,"0167.png"
0.210000,0.500000,0.200000,1.590000,628.930818,"0168.png"
0.210000,0.500000,0.250000,1.660000,602.409639,"0169.png"
0.210000,0.750000,0.050000,1.400000,714.285714,"0170.png"
0.210000,0.750000,0.100000,1.390000,719.424460,"0171.png"
0.210000,0.750000,0.150000,1.490000,671.140940,"0172.png"
0.210000,0.750000,0.200000,1.490000,671.140940,"0173.png"
0.210000,0.750000,0.250000,1.610000,621.118012,"0174.png"
0.210000,1.000000,0.050000,1.300000,769.230769,"0175.png"
0.210000,1.000000,0.100000,1.300000,769.230769,"0176.png"
0.210000,1.000000,0.150000,1.430000,699.300699,"0177.png"
0.210000,1.000000,0.200000,1.450000,689.655172,"0178.png"
0.210000,1.000000,0.250000,1.560000,641.025641,"0179.png"
0.210000,1.250000,0.050000,1.190000,840.336134,"0180.png"
0.210000,1.250000,0.100000,1.360000,735.294118,"0181.png"
0.210000,1.250000,0.150000,1.370000,729.927007,"0182.png"
0.210000,1.250000,0.200000,1.430000,699.300699,"0183.png"
0.210000,1.250000,0.250000,1.400000,714.285714,"0184.png"
0.210000,1.500000,0.050000,1.150000,869.565217,"0185.png"
0.210000,1.500000,0.100000,1.230000,813.008130,"0186.png"
0.210000,1.500000,0.150000,1.260000,793.650794,"0187.png"
0.210000,1.500000,0.200000,1.330000,751.879699,"0188.png"
0.210000,1.500000,0.250000,1.410000,709.219858,"0189.png"
0.210000,1.750000,0.050000,1.150000,869.565217,"0190.png"
0.210000,1.750000,0.100000,1.200000,833.333333,"0191.png"
0.210000,1.750000,0.150000,1.280000,781.250000,"0192.png"
0.210000,1.750000,0.200000,1.290000,775.193798,"0193.png"
0.210000,1.750000,0.250000,1.330000,751.879699,"0194.png"
0.210000,2.000000,0.050000,1.150000,869.565217,"0195.png"
0.210000,2.000000,0.100000,1.190000,840.336134,"0196.png"
0.210000,2.000000,0.150000,1.240000,806.451613,"0197.png"
0.210000,2.000000,0.200000,1.280000,781.250000,"0198.png"
0.210000,2.000000,0.250000,1.410000,709.219858,"0199.png"
