StepSizeSmall,StepSizeLarge,StepSizeRange,TimePerFrame (ms),FramesPerSecond,ImageFile
0.110000,0.500000,0.150000,2.110000,473.933649,"0087.png"
0.110000,0.500000,0.200000,2.150000,465.116279,"0088.png"
0.110000,0.500000,0.250000,2.520000,396.825397,"0089.png"
0.110000,0.750000,0.050000,1.450000,689.655172,"0090.png"
0.110000,0.750000,0.100000,1.600000,625.000000,"0091.png"
0.110000,0.750000,0.150000,1.800000,555.555556,"0092.png"
0.110000,0.750000,0.200000,2.010000,497.512438,"0093.png"
0.110000,0.750000,0.250000,2.200000,454.545455,"0094.png"
0.110000,1.000000,0.050000,1.310000,763.358779,"0095.png"
0.110000,1.000000,0.100000,1.500000,666.666667,"0096.png"
0.110000,1.000000,0.150000,1.750000,571.428571,"0097.png"
0.110000,1.000000,0.200000,1.860000,537.634409,"0098.png"
0.110000,1.000000,0.250000,2.090000,478.468900,"0099.png"
0.110000,1.250000,0.050000,1.210000,826.446281,"0100.png"
0.110000,1.250000,0.100000,1.430000,699.300699,"0101.png"
0.110000,1.250000,0.150000,1.620000,617.283951,"0102.png"
0.110000,1.250000,0.200000,1.830000,546.448087,"0103.png"
0.110000,1.250000,0.250000,1.940000,515.463918,"0104.png"
0.110000,1.500000,0.050000,1.230000,813.008130,"0105.png"
0.110000,1.500000,0.100000,1.390000,719.424460,"0106.png"
0.110000,1.500000,0.150000,1.640000,609.756098,"0107.png"
0.110000,1.500000,0.200000,1.850000,540.540541,"0108.png"
0.110000,1.500000,0.250000,1.990000,502.512563,"0109.png"
0.110000,1.750000,0.050000,1.080000,925.925926,"0110.png"
0.110000,1.750000,0.100000,1.390000,719.424460,"0111.png"
0.110000,1.750000,0.150000,1.590000,628.930818,"0112.png"
0.110000,1.750000,0.200000,1.730000,578.034682,"0113.png"
0.110000,1.750000,0.250000,1.940000,515.463918,"0114.png"
0.110000,2.000000,0.050000,1.070000,934.579439,"0115.png"
0.110000,2.000000,0.100000,1.270000,787.401575,"0116.png"
0.110000,2.000000,0.150000,1.440000,694.444444,"0117.png"
0.110000,2.000000,0.200000,1.680000,595.238095,"0118.png"
0.110000,2.000000,0.250000,1.700000,588.235294,"0119.png"
0.160000,0.250000,0.050000,2.680000,373.134328,"0120.png"
0.160000,0.250000,0.100000,2.700000,370.370370,"0121.png"
0.160000,0.250000,0.150000,2.650000,377.358491,"0122.png"
0.160000,0.250000,0.200000,2.750000,363.636364,"0123.png"
0.160000,0.250000,0.250000,2.920000,342.465753,"0124.png"
0.160000,0.500000,0.050000,1.900000,526.315789,"0125.png"
0.160000,0.500000,0.100000,1.870000,534.759358,"0126.png"
0.160000,0.500000,0.150000,1.920000,520.833333,"0127.png"
0.160000,0.500000,0.200000,2.130000,469.483568,"0128.png"
0.160000,0.500000,0.250000,1.960000,510.204082,"0129.png"
0.160000,0.750000,0.050000,1.370000,729.927007,"0130.png"
0.160000,0.750000,0.100000,1.560000,641.025641,"0131.png"
0.160000,0.750000,0.150000,1.810000,552.486188,"0132.png"
0.160000,0.750000,0.200000,1.790000,558.659218,"0133.png"
0.160000,0.750000,0.250000,1.900000,526.315789,"0134.png"
0.160000,1.000000,0.050000,1.260000,793.650794,"0135.png"
0.160000,1.000000,0.100000,1.360000,735.294118,"0136.png"
0.160000,1.000000,0.150000,1.480000,675.675676,"0137.png"
0.160000,1.000000,0.200000,1.570000,636.942675,"0138.png"
0.160000,1.000000,0.250000,1.630000,613.496933,"0139.png"
0.160000,1.250000,0.050000,1.150000,869.565217,"0140.png"
0.160000,1.250000,0.100000,1.260000,793.650794,"0141.png"
0.160000,1.250000,0.150000,1.440000,694.444444,"0142.png"
0.160000,1.250000,0.200000,1.680000,595.238095,"0143.png"
0.160000,1.250000,0.250000,1.670000,598.802395,"0144.png"
0.160000,1.500000,0.050000,1.270000,787.401575,"0145.png"
0.160000,1.500000,0.100000,1.210000,826.446281,"0146.png"
0.160000,1.500000,0.150000,1.320000,757.575758,"0147.png"
0.160000,1.500000,0.200000,1.390000,719.424460,"0148.png"
0.160000,1.500000,0.250000,1.480000,675.675676,"0149.png"
0.160000,1.750000,0.050000,1.020000,980.392157,"0150.png"
0.160000,1.750000,0.100000,1.120000,892.857143,"0151.png"
0.160000,1.750000,0.150000,1.250000,800.000000,"0152.png"
0.160000,1.750000,0.200000,1.590000,628.930818,"0153.png"
0.160000,1.750000,0.250000,1.640000,609.756098,"0154.png"
0.160000,2.000000,0.050000,1.230000,813.008130,"0155.png"
0.160000,2.000000,0.100000,1.340000,746.268657,"0156.png"
0.160000,2.000000,0.150000,1.520000,657.894737,"0157.png"
0.160000,2.000000,0.200000,1.690000,591.715976,"0158.png"
0.160000,2.000000,0.250000,1.560000,641.025641,"0159.png"
0.210000,0.250000,0.050000,2.750000,363.636364,"0160.png"
0.210000,0.250000,0.100000,3.170000,315.457413,"0161.png"
0.210000,0.250000,0.150000,2.730000,366.300366,"0162.png"
0.210000,0.250000,0.200000,2.710000,369.003690,"0163.png"
0.210000,0.250000,0.250000,2.930000,341.296928,"0164.png"
0.210000,0.500000,0.050000,2.070000,483.091787,"0165.png"
0.210000,0.500000,0.100000,1.860000,537.634409,"0166.png"
0.210000,0.500000,0.150000,1.790000,558.659218,"0167.png"
0.210000,0.500000,0.200000,1.830000,546.448087,"0168.png"
0.210000,0.500000,0.250000,2.290000,436.681223,"0169.png"
0.210000,0.750000,0.050000,1.450000,689.655172,"0170.png"
0.210000,0.750000,0.100000,1.420000,704.225352,"0171.png"
0.210000,0.750000,0.150000,1.440000,694.444444,"0172.png"
0.210000,0.750000,0.200000,1.490000,671.140940,"0173.png"
0.210000,0.750000,0.250000,1.660000,602.409639,"0174.png"
0.210000,1.000000,0.050000,1.740000,574.712644,"0175.png"
0.210000,1.000000,0.100000,1.380000,724.637681,"0176.png"
0.210000,1.000000,0.150000,1.340000,746.268657,"0177.png"
0.210000,1.000000,0.200000,1.390000,719.424460,"0178.png"
0.210000,1.000000,0.250000,1.430000,699.300699,"0179.png"
0.210000,1.250000,0.050000,1.100000,909.090909,"0180.png"
0.210000,1.250000,0.100000,1.170000,854.700855,"0181.png"
0.210000,1.250000,0.150000,1.240000,806.451613,"0182.png"
0.210000,1.250000,0.200000,1.310000,763.358779,"0183.png"
0.210000,1.250000,0.250000,1.360000,735.294118,"0184.png"
0.210000,1.500000,0.050000,1.030000,970.873786,"0185.png"
0.210000,1.500000,0.100000,1.100000,909.090909,"0186.png"
0.210000,1.500000,0.150000,1.210000,826.446281,"0187.png"
0.210000,1.500000,0.200000,1.330000,751.879699,"0188.png"
0.210000,1.500000,0.250000,1.400000,714.285714,"0189.png"
0.210000,1.750000,0.050000,1.040000,961.538462,"0190.png"
0.210000,1.750000,0.100000,1.060000,943.396226,"0191.png"
0.210000,1.750000,0.150000,1.140000,877.192982,"0192.png"
0.210000,1.750000,0.200000,1.210000,826.446281,"0193.png"
0.210000,1.750000,0.250000,1.660000,602.409639,"0194.png"
0.210000,2.000000,0.050000,0.990000,1010.101010,"0195.png"
0.210000,2.000000,0.100000,1.030000,970.873786,"0196.png"
0.210000,2.000000,0.150000,1.210000,826.446281,"0197.png"
0.210000,2.000000,0.200000,1.210000,826.446281,"0198.png"
0.210000,2.000000,0.250000,1.220000,819.672131,"0199.png"
