StepSizeSmall,StepSizeLarge,StepSizeRange,TimePerFrame (ms),FramesPerSecond,ImageFile
0.210000,1.250000,0.200000,4.870000,205.338809,"0183.png"
0.210000,1.250000,0.250000,5.870000,170.357751,"0184.png"
0.210000,1.500000,0.050000,3.620000,276.243094,"0185.png"
0.210000,1.500000,0.100000,4.060000,246.305419,"0186.png"
0.210000,1.500000,0.150000,4.380000,228.310502,"0187.png"
0.210000,1.500000,0.200000,4.770000,209.643606,"0188.png"
0.210000,1.500000,0.250000,5.390000,185.528757,"0189.png"
0.210000,1.750000,0.050000,3.970000,251.889169,"0190.png"
0.210000,1.750000,0.100000,3.980000,251.256281,"0191.png"
0.210000,1.750000,0.150000,4.300000,232.558140,"0192.png"
0.210000,1.750000,0.200000,4.730000,211.416490,"0193.png"
0.210000,1.750000,0.250000,5.400000,185.185185,"0194.png"
0.210000,2.000000,0.050000,3.700000,270.270270,"0195.png"
0.210000,2.000000,0.100000,4.020000,248.756219,"0196.png"
0.210000,2.000000,0.150000,4.830000,207.039337,"0197.png"
0.210000,2.000000,0.200000,4.970000,201.207243,"0198.png"
0.210000,2.000000,0.250000,5.660000,176.678445,"0199.png"
